gtt_id,word,pos,group
000500,ambivalence,n.,a
000501,ambivalent,adj.,a
000502,amble,vi.,a
000503,ambulance,n.,a
000504,ambush,n.,a
000505,ameliorate,v.,a
000506,amen,int.,a
000507,amenable,adj.,a
000508,amend,v.,a
000509,amendment,n.,a
000510,amends,n.,a
000511,amenities,n.,a
000512,amiable,adj.,a
000513,amid,prep.,a
000514,amidst,prep.,a
000515,amino,adj.,a
000516,amiss,adj.,a
000517,ammo,n.,a
000518,ammonia,n.,a
000519,ammunition,n.,a
000520,amnesia,n.,a
000521,amnesty,n.,a
000522,amok,adj.,a
000523,among,prep.,a
000524,amongst,prep.,a
000525,amorous,adj.,a
000526,amorphous,adj.,a
000527,amount,n.,a
000528,amphetamine,n.,a
000529,amphibian,adj.,a
000530,amphibious,adj.,a
000531,amphitheater,n.,a
000532,ample,adj.,a
000533,amplification,n.,a
000534,amplifier,n.,a
000535,amplify,vt.,a
000536,amplitude,n.,a
000537,amply,adv.,a
000538,amputate,vt.,a
000539,amputation,n.,a
000540,amputee,n.,a
000541,amulet,n.,a
000542,amuse,vt.,a
000543,amused,adj.,a
000544,amusement,n.,a
000545,amusing,adj.,a
000546,anachronism,n.,a
000547,anachronistic,adj.,a
000548,anaerobic,adj.,a
000549,anal,adj.,a
000550,analog,n.,a
000551,analogous,adj.,a
000552,analogy,n.,a
000553,analyse,vt.,a
000554,analysis,n.,a
000555,analyst,n.,a
000556,analytic,adj.,a
000557,analytical,adj.,a
000558,analyze,vt.,a
000559,analyzer,n.,a
000560,anarchist,n.,a
000561,anarchy,n.,a
000562,anathema,n.,a
000563,anatomical,adj.,a
000564,anatomy,n.,a
000565,ancestor,n.,a
000566,ancestral,adj.,a
000567,ancestry,n.,a
000568,anchor,n.,a
000569,anchovy,n.,a
000570,ancient,adj.,a
000571,ancillary,adj.,a
000572,and,conj.,a
000573,anecdotal,adj.,a
000574,anecdote,n.,a
000575,anemia,n.,a
000576,anemic,adj.,a
000577,anesthesia,n.,a
000578,anesthesiologist,n.,a
000579,aneurysm,n.,a
000580,anew,adv.,a
000581,angel,n.,a
000582,angelic,adj.,a
000583,anger,n.,a
000584,angle,n.,a
000585,angled,adj.,a
000586,angler,n.,a
000587,angling,n.,a
000588,angrily,adv.,a
000589,angry,adj.,a
000590,angst,n.,a
000591,anguish,n.,a
000592,anguished,adj.,a
000593,angular,adj.,a
000594,animal,n.,a
000595,animate,v.,a
000596,animated,adj.,a
000597,animation,n.,a
000598,animosity,n.,a
000599,ankle,n.,a
000600,annal,n.,a
000601,annex,n.,a
000602,annexation,n.,a
000603,annihilate,vt.,a
000604,annihilation,n.,a
000605,anniversary,n.,a
000606,announce,vt.,a
000607,announcement,n.,a
000608,announcer,n.,a
000609,annoy,vt.,a
000610,annoyance,n.,a
000611,annoying,adj.,a
000612,annual,n.,a
000613,annually,adv.,a
000614,annuity,n.,a
000615,anoint,vt.,a
000616,anomalous,adj.,a
000617,anomaly,n.,a
000618,anonymity,n.,a
000619,anonymous,adj.,a
000620,anonymously,adv.,a
000621,anorexia,n.,a
000622,another,adj.,a
000623,answer,n.,a
000624,antagonism,n.,a
000625,antagonist,n.,a
000626,antagonistic,adj.,a
000627,antagonize,vt.,a
000628,antebellum,adj.,a
000629,antecedent,n.,a
000630,antelope,n.,a
000631,antenna,,a
000632,anterior,adj.,a
000633,anthem,n.,a
000634,anthology,n.,a
000635,anthrax,n.,a
000636,anthropological,adj.,a
000637,anthropologist,n.,a
000638,anthropology,n.,a
000639,anti,n.,a
000640,antibiotic,n.,a
000641,antibody,n.,a
000642,anticipate,vt.,a
000643,anticipation,n.,a
000644,antics,n.,a
000645,antidote,n.,a
000646,antigen,n.,a
000647,antioxidant,n.,a
000648,antipathy,n.,a
000649,antiquated,adj.,a
000650,antique,n.,a
000651,antiquity,n.,a
000652,antiseptic,adj.,a
000653,antisocial,adj.,a
000654,antithesis,n.,a
000655,antithetical,adj.,a
000656,antler,n.,a
000657,anvil,n.,a
000658,anxiety,n.,a
000659,anxious,adj.,a
000660,anxiously,adv.,a
000661,any,adj.,a
000662,anybody,pron.,a
000663,anyhow,adv.,a
000664,anymore,adv.,a
000665,anyone,pron.,a
000666,anyplace,adv.,a
000667,anything,pron.,a
000668,anyway,adv.,a
000669,anywhere,adv.,a
000670,apart,adv.,a
000671,apartheid,n.,a
000672,apartment,n.,a
000673,apathy,n.,a
000674,aperture,n.,a
000675,apex,n.,a
000676,aphid,n.,a
000677,apiece,adv.,a
000678,apnea,n.,a
000679,apocalypse,n.,a
000680,apocalyptic,adj.,a
000681,apolitical,adj.,a
000682,apologetic,adj.,a
000683,apologetically,adv.,a
000684,apologist,n.,a
000685,apologize,vi.,a
000686,apology,n.,a
000687,apostle,n.,a
000688,apostolic,adj.,a
000689,appal,v.,a
000690,appalling,adj.,a
000691,apparatus,n.,a
000692,apparel,n.,a
000693,apparent,adj.,a
000694,apparently,adv.,a
000695,apparition,n.,a
000696,appeal,n.,a
000697,appealing,adj.,a
000698,appear,vi.,a
000699,appearance,n.,a
000700,appease,vt.,a
000701,appellate,adj.,a
000702,appendage,n.,a
000703,appendix,n.,a
000704,appetite,n.,a
000705,appetizer,n.,a
000706,applaud,v.,a
000707,applause,n.,a
000708,apple,n.,a
000709,appliance,n.,a
000710,applicability,n.,a
000711,applicable,adj.,a
000712,applicant,n.,a
000713,application,n.,a
000714,applied,adj.,a
000715,apply,vt.,a
000716,appoint,vt.,a
000717,appointed,adj.,a
000718,appointee,n.,a
000719,appraisal,n.,a
000720,appraise,v.,a
000721,appraiser,n.,a
000722,appreciate,vt.,a
000723,appreciation,n.,a
000724,appreciative,,a
000725,apprehend,v.,a
000726,apprehension,n.,a
000727,apprehensive,adj.,a
000728,apprentice,n.,a
000729,apprenticeship,n.,a
000730,approach,n.,a
000731,appropriate,adj.,a
000732,appropriately,adv.,a
000733,appropriation,n.,a
000734,approval,n.,a
000735,approve,vi.,a
000736,approved,adj.,a
000737,approvingly,adv.,a
000738,approximate,adj.,a
000739,approximately,adv.,a
000740,approximation,n.,a
000741,apricot,n.,a
000742,apron,n.,a
000743,apt,adj.,a
000744,aptitude,n.,a
000745,aptly,adv.,a
000746,aquaculture,n.,a
000747,aquarium,n.,a
000748,aquatic,adj.,a
000749,aquifer,n.,a
000750,arbiter,n.,a
000751,arbitrarily,adv.,a
000752,arbitrary,adj.,a
000753,arbitration,n.,a
000754,arbitrator,n.,a
000755,arbor,n.,a
000756,arc,n.,a
000757,arcade,n.,a
000758,arcane,adj.,a
000759,arch,n.,a
000760,archaeological,adj.,a
000761,archaeologist,n.,a
000762,archaeology,n.,a
000763,archaic,adj.,a
000764,archbishop,n.,a
000765,archdiocese,n.,a
000766,arched,adj.,a
000767,archer,n.,a
000768,archetypal,adj.,a
000769,archetype,n.,a
000770,archipelago,n.,a
000771,architect,n.,a
000772,architectural,adj.,a
000773,architecture,n.,a
000774,archival,adj.,a
000775,archive,vt.,a
000776,archway,n.,a
000777,ardent,adj.,a
000778,arduous,adj.,a
000779,area,n.,a
000780,arena,n.,a
000781,arguably,adv.,a
000782,argue,vi.,a
000783,argument,n.,a
000784,aria,n.,a
000785,arid,adj.,a
000786,arise,vi.,a
000787,aristocracy,n.,a
000788,aristocrat,n.,a
000789,aristocratic,adj.,a
000790,arithmetic,n.,a
000791,ark,n.,a
000792,arm,n.,a
000793,armament,n.,a
000794,armchair,n.,a
000795,armed,adj.,a
000796,armor,n.,a
000797,armored,adj.,a
000798,armpit,n.,a
000799,army,n.,a
000800,aroma,n.,a
000801,aromatic,adj.,a
000802,around,adv.,a
000803,arousal,n.,a
000804,arouse,vt.,a
000805,arrange,v.,a
000806,arrangement,n.,a
000807,array,n.,a
000808,arrest,vt.,a
000809,arrival,n.,a
000810,arrive,vi.,a
000811,arrogance,n.,a
000812,arrogant,adj.,a
000813,arrow,n.,a
000814,arsenal,n.,a
000815,arsenic,n.,a
000816,arson,n.,a
000817,art,n.,a
000818,arterial,adj.,a
000819,artery,n.,a
000820,artful,adj.,a
000821,artfully,adv.,a
000822,arthritic,adj.,a
000823,arthritis,n.,a
000824,artichoke,n.,a
000825,article,n.,a
000826,articulate,adj.,a
000827,articulation,n.,a
000828,artifact,n.,a
000829,artifice,n.,a
000830,artificial,adj.,a
000831,artificially,adv.,a
000832,artillery,n.,a
000833,artisan,n.,a
000834,artist,n.,a
000835,artistic,adj.,a
000836,artistically,adv.,a
000837,artistry,n.,a
000838,artwork,n.,a
000839,arugula,n.,a
000840,as,adv.,a
000841,asbestos,n.,a
000842,ascend,v.,a
000843,ascendancy,n.,a
000844,ascending,adj.,a
000845,ascension,n.,a
000846,ascent,n.,a
000847,ascertain,vt.,a
000848,ascetic,n.,a
000849,ascribe,vt.,a
000850,ash,n.,a
000851,ashamed,adj.,a
000852,ashore,adv.,a
000853,ashtray,n.,a
000854,aside,adv.,a
000855,ask,vi.,a
000856,askew,adj.,a
000857,asking,n.,a
000858,asleep,adj.,a
000859,asparagus,n.,a
000860,aspect,n.,a
000861,aspen,n.,a
000862,asphalt,n.,a
000863,aspiration,n.,a
000864,aspire,vi.,a
000865,aspirin,n.,a
000866,aspiring,adj.,a
000867,ass,n.,a
000868,assail,vt.,a
000869,assailant,n.,a
000870,assassin,n.,a
000871,assassinate,vt.,a
000872,assassination,n.,a
000873,assault,n.,a
000874,assay,n.,a
000875,assemblage,n.,a
000876,assemble,vt.,a
000877,assembled,vbl.,a
000878,assembly,n.,a
000879,assent,n.,a
000880,assert,v.,a
000881,assertion,n.,a
000882,assertive,adj.,a
000883,assess,vt.,a
000884,assessment,n.,a
000885,assessor,n.,a
000886,asset,n.,a
000887,assign,vt.,a
000888,assignment,n.,a
000889,assimilate,v.,a
000890,assimilation,n.,a
000891,assist,v.,a
000892,assistance,n.,a
000893,assistant,n.,a
000894,associate,vt.,a
000895,associated,adj.,a
000896,association,n.,a
000897,assorted,adj.,a
000898,assortment,n.,a
000899,assuage,vt.,a
000900,assume,vt.,a
000901,assumed,adj.,a
000902,assumption,n.,a
000903,assurance,n.,a
000904,assure,vt.,a
000905,assured,adj.,a
000906,asterisk,n.,a
000907,asteroid,n.,a
000908,asthma,n.,a
000909,astonish,vt.,a
000910,astonished,,a
000911,astonishing,adj.,a
000912,astonishment,n.,a
000913,astound,vt.,a
000914,astounding,adj.,a
000915,astray,adv.,a
000916,astride,adv.,a
000917,astronaut,n.,a
000918,astronomer,n.,a
000919,astronomical,adj.,a
000920,astronomy,n.,a
000921,astrophysicist,n.,a
000922,astute,adj.,a
000923,asylum,n.,a
000924,asymmetrical,adj.,a
000925,asymmetry,n.,a
000926,at,prep.,a
000927,atheist,n.,a
000928,athlete,n.,a
000929,athletic,adj.,a
000930,athleticism,n.,a
000931,athletics,n.,a
000932,atlas,n.,a
000933,atmosphere,n.,a
000934,atmospheric,adj.,a
000935,atom,n.,a
000936,atomic,adj.,a
000937,atonement,n.,a
000938,atop,adv.,a
000939,atrium,n.,a
000940,atrocity,n.,a
000941,attach,vt.,a
000942,attached,a.,a
000943,attachment,n.,a
000944,attack,n.,a
000945,attacker,n.,a
000946,attain,vt.,a
000947,attainable,adj.,a
000948,attainment,n.,a
000949,attempt,n.,a
000950,attend,vt.,a
000951,attendance,n.,a
000952,attendant,n.,a
000953,attendee,n.,a
000954,attention,n.,a
000955,attentive,adj.,a
000956,attentively,adv.,a
000957,attest,v.,a
000958,attic,n.,a
000959,attire,n.,a
000960,attitude,n.,a
000961,attitudinal,adj.,a
000962,attorney,n.,a
000963,attract,vt.,a
000964,attraction,n.,a
000965,attractive,adj.,a
000966,attributable,adj.,a
000967,attribute,n.,a
000968,attribution,n.,a
000969,attrition,n.,a
000970,attune,vt.,a
000971,atypical,adj.,a
000972,auburn,n.,a
000973,auction,n.,a
000974,auctioneer,n.,a
000975,audacious,adj.,a
000976,audacity,n.,a
000977,audible,adj.,a
000978,audience,n.,a
000979,audio,adj.,a
000980,audiotape,n.,a
000981,audit,n.,a
000982,auditing,v.,a
000983,audition,n.,a
000984,auditor,n.,a
000985,auditorium,n.,a
000986,auditory,adj.,a
000987,augment,v.,a
000988,aunt,n.,a
000989,aura,n.,a
000990,aural,adj.,a
000991,auspice,n.,a
000992,austere,adj.,a
000993,austerity,n.,a
000994,authentic,adj.,a
000995,authenticity,n.,a
000996,author,n.,a
000997,authorial,adj.,a
000998,authoritarian,adj.,a
000999,authoritarianism,n.,a
001000,authoritative,adj.,a
001001,authority,n.,a
001002,authorization,n.,a
001003,authorize,v.,a
001004,authorized,adj.,a
001005,authorship,n.,a
001006,autism,n.,a
001007,autistic,n.,a
001008,auto,n.,a
001009,autobiography,n.,a
001010,autocratic,adj.,a
001011,autograph,n.,a
001012,automaker,n.,a
001013,automate,v.,a
001014,automatic,n.,a
001015,automatically,adv.,a
001016,automation,n.,a
001017,automobile,n.,a
001018,automotive,adj.,a
001019,autonomous,adj.,a
001020,autonomy,n.,a
001021,autopsy,n.,a
001022,autumn,n.,a
001023,auxiliary,adj.,a
001024,avail,vi.,a
001025,availability,n.,a
001026,available,adj.,a
001027,avalanche,n.,a
001028,avatar,n.,a
001029,avenge,vt.,a
001030,avenue,n.,a
001031,average,n.,a
001032,aversion,n.,a
001033,avert,v.,a
001034,avian,adj.,a
001035,aviation,n.,a
001036,aviator,n.,a
001037,avid,adj.,a
001038,avocado,n.,a
001039,avoid,vt.,a
001040,aw,,a
001041,await,vt.,a
001042,awake,vi.,a
001043,awaken,v.,a
001044,awakening,adj.,a
001045,award,n.,a
001046,aware,adj.,a
001047,awareness,n.,a
001048,awash,adj.,a
001049,away,adv.,a
001050,awe,n.,a
001051,awed,adj.,a
001052,awesome,adj.,a
001053,awful,adj.,a
001054,awfully,adv.,a
001055,awhile,adv.,a
001056,awkward,adj.,a
001057,awkwardly,adv.,a
001058,awkwardness,n.,a
001059,awning,n.,a
001060,awry,adj.,a
001061,ax,n.,a
001062,axe,n.,a
001063,axial,adj.,a
001064,axiom,n.,a
001065,axle,n.,a
001066,aye,n.,a
001067,azalea,n.,a
001068,babble,v.,b
001069,babe,n.,b
001070,baboon,n.,b
001071,baby,n.,b
001072,bachelor,n.,b
001073,back,adj.,b
001074,backbone,n.,b
001075,backdrop,n.,b
001076,backer,n.,b
001077,backfire,n.,b
001078,background,n.,b
001079,backing,n.,b
001080,backlash,n.,b
001081,backlog,n.,b
001082,backpack,v.,b
001083,backseat,n.,b
001084,backside,n.,b
001085,backstage,adv.,b
001086,backtrack,vi.,b
001087,backup,n.,b
001088,backward,adv.,b
001089,backwards,adv.,b
001090,backwater,n.,b
001091,backyard,n.,b
001092,bacon,n.,b
001093,bacteria,n.,b
001094,bacterial,adj.,b
001095,bad,adj.,b
001096,badge,n.,b
001097,badly,adv.,b
001098,baffle,vt.,b
001099,baffling,adj.,b
001100,bag,n.,b
001101,bagel,n.,b
001102,baggage,n.,b
001103,baggy,adj.,b
001104,bail,n.,b
001105,bailout,n.,b
001106,bait,n.,b
001107,bake,v.,b
001108,baker,n.,b
001109,bakery,n.,b
001110,baking,n.,b
001111,balance,n.,b
001112,balanced,adj.,b
001113,balcony,n.,b
001114,bald,adj.,b
001115,balding,adj.,b
001116,bale,n.,b
001117,balk,n.,b
001118,ball,n.,b
001119,ballad,n.,b
001120,ballast,n.,b
001121,ballerina,n.,b
001122,ballet,n.,b
001123,ballistic,adj.,b
001124,balloon,n.,b
